date,time,stream,section,elap,elap.min,elap.sec,method,netter1,netter2,bucket,species,lengthmm,weightg,comments,surveynotes,dum,streamnum,year,id,age
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,26,0.14,NA,0 mort,0,12,2021,51,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,27,0.16,NA,0 mort,0,12,2021,52,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,23,0.08,NA,0 mort,0,12,2021,53,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,29,0.26,NA,0 mort,0,12,2021,54,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,23,0.08,NA,0 mort,0,12,2021,55,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,26,0.14,NA,0 mort,0,12,2021,56,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,24,0.11,NA,0 mort,0,12,2021,57,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,25,0.06,NA,0 mort,0,12,2021,58,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,22,0.11,NA,0 mort,0,12,2021,59,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,26,0.15,NA,0 mort,0,12,2021,60,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,25,0.15,NA,0 mort,0,12,2021,61,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,32,0.28,NA,0 mort,0,12,2021,62,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,24,0.07,NA,0 mort,0,12,2021,63,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,26,0.13,NA,0 mort,0,12,2021,64,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,23,0.18,NA,0 mort,0,12,2021,65,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,25,0.15,NA,0 mort,0,12,2021,66,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,25,0.15,NA,0 mort,0,12,2021,67,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,26,0.14,NA,0 mort,0,12,2021,68,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,27,0.22,NA,0 mort,0,12,2021,69,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,27,0.13,NA,0 mort,0,12,2021,70,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,23,0.08,NA,0 mort,0,12,2021,71,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,23,0.08,NA,0 mort,0,12,2021,72,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,36,0.45,NA,0 mort,0,12,2021,73,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,36,0.38,NA,0 mort,0,12,2021,74,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,34,0.37,NA,0 mort,0,12,2021,75,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,27,0.21,NA,0 mort,0,12,2021,76,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,26,0.09,NA,0 mort,0,12,2021,77,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,30,0.26,NA,0 mort,0,12,2021,78,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,24,0.07,NA,0 mort,0,12,2021,79,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,29,0.2,NA,0 mort,0,12,2021,80,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,32,0.3,NA,0 mort,0,12,2021,81,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,33,0.35,NA,0 mort,0,12,2021,82,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,21,0.14,NA,0 mort,0,12,2021,83,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,28,0.23,NA,0 mort,0,12,2021,84,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,36,0.4,NA,0 mort,0,12,2021,85,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,23,0.12,NA,0 mort,0,12,2021,86,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,23,0.07,NA,0 mort,0,12,2021,87,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,34,0.33,NA,0 mort,0,12,2021,88,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,31,0.29,NA,0 mort,0,12,2021,89,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,27,0.24,NA,0 mort,0,12,2021,90,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,24,0.16,NA,0 mort,0,12,2021,91,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,23,0.14,NA,0 mort,0,12,2021,92,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,24,0.13,NA,0 mort,0,12,2021,93,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,30,0.25,NA,0 mort,0,12,2021,94,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,35,0.36,NA,0 mort,0,12,2021,95,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,31,0.33,NA,0 mort,0,12,2021,96,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,37,0.32,NA,0 mort,0,12,2021,97,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,23,0.09,NA,0 mort,0,12,2021,98,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,24,0.09,NA,0 mort,0,12,2021,99,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,28,0.12,NA,0 mort,0,12,2021,100,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,27,0.19,NA,0 mort,0,12,2021,101,age0
2021-08-05,10:57:00,Upper Bar BC,1,31.65,31,39,Dipnet,JB,SP,QH,SRC,26,0.15,NA,0 mort,0,12,2021,102,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,24,0.12,NA,1 mort,0,12,2021,103,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,22,0.14,NA,1 mort,0,12,2021,104,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,23,0.09,NA,1 mort,0,12,2021,105,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,20,0.1,NA,1 mort,0,12,2021,106,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,23,0.1,NA,1 mort,0,12,2021,107,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,22,0.08,NA,1 mort,0,12,2021,108,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,25,0.1,NA,1 mort,0,12,2021,109,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,21,0.1,NA,1 mort,0,12,2021,110,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,22,0.1,NA,1 mort,0,12,2021,111,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,20,0.13,NA,1 mort,0,12,2021,112,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,21,0.08,NA,1 mort,0,12,2021,113,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,22,0.08,NA,1 mort,0,12,2021,114,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,20,0.06,NA,1 mort,0,12,2021,115,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,20,0.09,NA,1 mort,0,12,2021,116,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,21,0.06,NA,1 mort,0,12,2021,117,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,20,0.09,NA,1 mort,0,12,2021,118,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,22,0.13,NA,1 mort,0,12,2021,119,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,24,0.12,NA,1 mort,0,12,2021,120,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,21,0.09,NA,1 mort,0,12,2021,121,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,20,0.1,NA,1 mort,0,12,2021,122,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,21,0.06,NA,1 mort,0,12,2021,123,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,23,0.11,NA,1 mort,0,12,2021,124,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,22,0.08,NA,1 mort,0,12,2021,125,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,21,0.09,NA,1 mort,0,12,2021,126,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,20,0.08,NA,1 mort,0,12,2021,127,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,22,0.12,NA,1 mort,0,12,2021,128,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,20,0.11,NA,1 mort,0,12,2021,129,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,21,0.07,NA,1 mort,0,12,2021,130,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,23,0.1,NA,1 mort,0,12,2021,131,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,21,0.07,NA,1 mort,0,12,2021,132,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,22,0.07,NA,1 mort,0,12,2021,133,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,30,0.18,NA,1 mort,0,12,2021,134,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,22,0.08,NA,1 mort,0,12,2021,135,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,20,0.09,NA,1 mort,0,12,2021,136,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,22,0.06,NA,1 mort,0,12,2021,137,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,22,0.09,NA,1 mort,0,12,2021,138,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,22,0.08,NA,1 mort,0,12,2021,139,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,21,0.1,NA,1 mort,0,12,2021,140,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,21,0.06,NA,1 mort,0,12,2021,141,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,21,0.08,NA,1 mort,0,12,2021,142,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,22,0.08,NA,1 mort,0,12,2021,143,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,23,0.05,NA,1 mort,0,12,2021,144,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,22,0.05,NA,1 mort,0,12,2021,145,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,31,0.32,NA,1 mort,0,12,2021,146,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,20,0.08,NA,1 mort,0,12,2021,147,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,22,0.05,NA,1 mort,0,12,2021,148,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,20,0.07,NA,1 mort,0,12,2021,149,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,21,0.05,NA,1 mort,0,12,2021,150,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,23,0.09,NA,1 mort,0,12,2021,151,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,31,0.21,NA,1 mort,0,12,2021,152,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,21,0.09,NA,1 mort,0,12,2021,153,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,25,0.12,NA,1 mort,0,12,2021,154,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,21,0.09,NA,1 mort,0,12,2021,155,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,20,0.1,NA,1 mort,0,12,2021,156,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,19,0.07,NA,1 mort,0,12,2021,157,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,23,0.09,NA,1 mort,0,12,2021,158,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,22,0.09,NA,1 mort,0,12,2021,159,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,23,0.09,NA,1 mort,0,12,2021,160,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,22,0.11,NA,1 mort,0,12,2021,161,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,23,0.05,NA,1 mort,0,12,2021,162,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,30,0.24,NA,1 mort,0,12,2021,163,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,32,0.24,NA,1 mort,0,12,2021,164,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,29,0.29,NA,1 mort,0,12,2021,165,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,21,0.04,NA,1 mort,0,12,2021,166,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,22,0.1,NA,1 mort,0,12,2021,167,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,32,0.26,NA,1 mort,0,12,2021,168,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,23,0.1,NA,1 mort,0,12,2021,169,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,20,0.1,NA,1 mort,0,12,2021,170,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,26,0.18,NA,1 mort,0,12,2021,171,age0
2021-08-05,12:18:00,Upper Bar BC,2,27.8,27,48,Dipnet,JB,QH,SP,SRC,23,0.11,NA,1 mort,0,12,2021,172,age0
2021-08-05,13:27:00,Upper Bar BC,3,17.45,17,27,Dipnet,JB,SP,QH,SRC,24,0.1,NA,0 mort,0,12,2021,173,age0
2021-08-05,13:27:00,Upper Bar BC,3,17.45,17,27,Dipnet,JB,SP,QH,SRC,23,0.1,NA,0 mort,0,12,2021,174,age0
2021-08-05,13:27:00,Upper Bar BC,3,17.45,17,27,Dipnet,JB,SP,QH,SRC,23,0.11,NA,0 mort,0,12,2021,175,age0
2021-08-05,13:27:00,Upper Bar BC,3,17.45,17,27,Dipnet,JB,SP,QH,SRC,26,0.12,NA,0 mort,0,12,2021,176,age0
2021-08-05,13:27:00,Upper Bar BC,3,17.45,17,27,Dipnet,JB,SP,QH,SRC,25,0.11,NA,0 mort,0,12,2021,177,age0
2021-08-05,13:27:00,Upper Bar BC,3,17.45,17,27,Dipnet,JB,SP,QH,SRC,24,0.11,NA,0 mort,0,12,2021,178,age0
2021-08-05,13:27:00,Upper Bar BC,3,17.45,17,27,Dipnet,JB,SP,QH,SRC,23,0.12,NA,0 mort,0,12,2021,179,age0
