stream,tempsite,year,date,priordate,section,meantempper,Amedian,avgredds,elev,lat,lon,utm_n,utm_e,basin_areasqkm,springprev_point_norm,springprev_basinmean_norm,springprev_iew01km_norm,springprev_iew05km_norm,springprev_iew01km_log_norm,springprev_iew05km_log_norm,seclen,elap,catch,density,cpue,effabun,effden_permeter,prodwtmean,prodwtsd,prodlenmean,prodlensd,lenmean,lensd,lenmed,wtmean,wtsd,wtmed,growthwtmean,growthwtsd,growthlenmean,growthlensd,pvalue,slope_basin,slope_stream,forest_strbuff,loglakearea,ts,priorcatch,priorlenmean,priorwtmean,agr_len,igr_len,rgr_len,rgrl_len,sgr_len,agr_wt,igr_wt,rgr_wt,rgrl_wt,sgr_wt,doy,density_log,cpue_log,effden_permeter_log,avgredds_log,strid,yrid,sectid
Upper Bar BC,upperbarbc_SG,2021,2021-09-09,2021-08-20,3,10.17976041715,0.2955734945488184,NA,1979.86,43.682222417999995,-110.7046437665,4836621.348362187,523805.9493783877,4.588540510159026,0.5701279963468117,0.8663072979306295,0.7765301805756214,0.8654425994835618,0.9502946353498796,0.9710344963093296,150,15.95,9,0.06,0.5642633228840126,16540,110.26666666666668,0.170694,0.07517161123146912,3.6,1.6047227595865696,42.666666666666664,4.415880433163924,44,0.7955555555555556,0.25239409220062536,0.94,6.238454821041096,2.65425925396927,1.6698250846581888,0.7264855016152495,0.614876,2.452634761181623,1.42739738670328,0,-6.907755278982137,0.24363923260073347,38,30.76315789473684,0.23421052631578948,0.5951754385964912,0.01635500867529125,0.01934702024522384,0.0047733484228925,1.6489483944142513,0.028067251461988307,0.06114101433123133,0.11983770287141075,-0.04212162935096648,6.30488087351373,252,-2.6592600369327783,-0.5546672371874767,4.702992359607617,NA,12,1,12.3
Upper Bar BC,upperbarbc_SG,2021,2021-09-09,2021-08-20,4,10.17976041715,0.2955734945488184,NA,1981.39,43.683732948,-110.7045737565,4836789.130457658,523810.9948047453,4.529905924183394,0.5572943803106315,0.8725467259979143,0.7832363532900656,0.871971222320946,0.9519830038280476,0.9725400272049536,150,35.76666667,86,0.5733333333333334,2.4044734387321087,113197,754.6466666666666,0.4625366666666667,0.4863548308126364,20.677266666666668,17.230493117976753,33.78,5.319544249313861,34,0.3052,0.1587481640581608,0.28,3.7037179735485055,3.3819657695187604,1.170509818697616,0.9625786255995652,0.369385,2.452634761181623,1.42739738670328,0,-6.907755278982137,0.24363923260073347,121,26.8,0.14200000000000002,0.34900000000000003,0.011573351193142156,0.013022388059701493,0.0035194454902474238,1.1640581531837224,0.00816,0.038257012090452056,0.05746478873239436,-0.019599599857922766,3.8998233673824156,252,-0.5389965007326869,0.8814812255387533,6.626262899683778,NA,12,1,12.4
Upper Bar BC,upperbarbc_SG,2021,2021-10-09,2021-09-09,1,9.278504166633333,0.2955734945488184,NA,1978.66,43.6787324915,-110.705785771,4836233.424344001,523715.2774547262,5.737212268229257,0.5274349904234408,0.8337598623194578,0.7464046022364514,0.8324666876315442,0.942527279101443,0.9632537152324044,150,25.91666667,174,1.16,6.7138263656959705,355532,2370.213333333333,2.3063506666666664,1.983166905624438,29.556799999999996,32.47811628393661,47.87755102040816,5.023414563576355,48,1.1640816326530612,0.3970616994841972,1.09,2.570229447746286,1.9969561892358287,0.6025419675147587,0.6287286024068729,0.37738,2.452634761181623,1.42739738670328,0,-6.907755278982137,0.24363923260073347,37,40.351351351351354,0.5821621621621622,0.25087332230189363,0.005700728206927612,0.0062172223209444495,0.0015417270232617295,0.5717008279359614,0.019397315683029968,0.02309795729704652,0.03331943733853801,-0.04269443779047575,2.3366780881194593,282,0.1570037488096647,1.9056573921457218,7.770739463163462,NA,12,1,12.1
Upper Bar BC,upperbarbc_SG,2021,2021-10-09,2021-09-09,2,9.278504166633333,0.2955734945488184,NA,1980,43.6797034185,-110.7076513375,4836340.725467591,523564.52252963017,1.0721637327812,0.510889410385717,0.7885993465795321,0.717990419960077,0.7902531464634588,0.9349109045103215,0.9528347582868584,111,25.36666667,196,1.7657657657657655,7.726675426054313,473137,4262.495495495496,6.328798798798798,4.037688230808789,109.64228228228228,69.96556214628204,51.7,7.964846232677947,51,1.3878,0.6084181228767745,1.29,5.216910301768534,3.5303208068153364,1.5218748297875344,1.0231002489518968,0.57148,2.452634761181623,1.42739738670328,0,-6.907755278982137,0.24363923260073347,75,33.02,0.369,0.6226666666666667,0.014944811434080055,0.018857258227336963,0.004273470591369928,1.5057043527312297,0.03396,0.0441559464808307,0.09203252032520325,-0.044290650517728694,4.514532891650158,282,0.5742317472265038,2.0459720638090184,8.357612410856747,NA,12,1,12.2
Upper Bar BC,upperbarbc_SG,2021,2021-10-09,2021-09-09,3,9.278504166633333,0.2955734945488184,NA,1979.86,43.682222417999995,-110.7046437665,4836621.348362187,523805.9493783877,4.588540510159026,0.5701279963468117,0.8663072979306295,0.7765301805756214,0.8654425994835618,0.9502946353498796,0.9710344963093296,150,23.51666667,86,0.5733333333333334,3.6569808641166577,225615,1504.1,1.9160417777777776,1.823377116176056,23.21808888888889,17.153152025332172,54.93877551020408,7.6305530688184335,54,1.8026530612244895,0.9716325941214528,1.6,2.529204594345353,1.7379537639562026,0.8208761314298888,0.5399040619780935,0.453857,2.452634761181623,1.42739738670328,0,-6.907755278982137,0.24363923260073347,9,42.666666666666664,0.7955555555555556,0.40907029478458057,0.008426713913416147,0.009587585034013607,0.0022450774118359398,0.8462318607025177,0.033569916855631134,0.027265803300335973,0.04219682286322349,-0.11921321915538038,2.764091681182257,282,-0.5389965007326869,1.2993686706726981,7.315956640133183,NA,12,1,12.3
Upper Bar BC,upperbarbc_SG,2021,2021-10-09,2021-09-09,4,9.278504166633333,0.2955734945488184,NA,1981.39,43.683732948,-110.7045737565,4836789.130457658,523810.9948047453,4.529905924183394,0.5572943803106315,0.8725467259979143,0.7832363532900656,0.871971222320946,0.9519830038280476,0.9725400272049536,150,26.6,93,0.62,3.496240601503759,229544,1530.2933333333333,1.8729993333333337,1.3172434390927683,32.901333333333334,18.965629614178848,49.74,7.280978853232887,49.5,1.243,0.6971845713515269,1.085,4.867227930967768,2.3436912416476208,1.3292717834871437,0.718351885889299,0.577248,2.452634761181623,1.42739738670328,0,-6.907755278982137,0.24363923260073347,86,33.78,0.3052,0.532,0.012898017566520151,0.015748963883955,0.003664346000165279,1.2981555767787478,0.03126,0.04681052640334697,0.10242463958060288,-0.039443040550709914,4.7923436445593826,282,-0.4620354595965587,1.2545444097872402,7.333221251816753,NA,12,1,12.4
Upper Bar BC,upperbarbc_SG,2021,2021-11-04,2021-10-09,1,7.796841346230769,0.2955734945488184,NA,1978.66,43.6787324915,-110.705785771,4836233.424344001,523715.2774547262,5.737212268229257,0.5274349904234408,0.8337598623194578,0.7464046022364514,0.8324666876315442,0.942527279101443,0.9632537152324044,150,38.4,141,0.94,3.671875,619077,4127.18,2.2338015384615386,2.973693174563103,32.202230769230766,29.40632756889671,56.2,7.033447785766383,54,1.793,0.6971055317876768,1.52,1.6687190125091234,1.753970826402176,0.5997026936911732,0.623715650951119,0.391052,2.452634761181623,1.42739738670328,0,-6.907755278982137,0.24363923260073347,174,47.87755102040816,1.1640816326530612,0.3200941915227631,0.006164231761417364,0.006685684307167685,0.0015933819213470007,0.618326973608152,0.02418916797488226,0.016613758331830073,0.020779614845182866,0.10934961734996228,1.6752534279612652,308,-0.05129329438755058,1.3034221332938147,8.32535206697732,NA,12,1,12.1
Upper Bar BC,upperbarbc_SG,2021,2021-11-04,2021-10-09,2,7.796841346230769,0.2955734945488184,NA,1980,43.6797034185,-110.7076513375,4836340.725467591,523564.52252963017,1.0721637327812,0.510889410385717,0.7885993465795321,0.717990419960077,0.7902531464634588,0.9349109045103215,0.9528347582868584,111,31.63333333,97,0.8738738738738738,3.066385669448513,217407,1958.6216216216217,0.00191580041580038,3.843724506491467,-2.3359320859320856,38.94621872811924,51.3125,9.880469129184402,50,1.363125,1.0218009887636137,1.16,-0.17129449875615682,2.8088998543278434,-0.02862236923551243,0.9559955988284722,0.166199,2.452634761181623,1.42739738670328,0,-6.907755278982137,0.24363923260073347,196,51.7,1.3878,-0.014903846153846264,-2.893613192975593e-4,-2.8827555423300313e-4,-7.33403663963409e-5,-0.028931945834875794,-9.490384615384617e-4,-6.899962119059611e-4,-6.838438258671722e-4,-0.0021054458632394366,-0.0689758219260872,308,-0.12344090313703474,1.1237554239687813,7.5800013561689354,NA,12,1,12.2
Upper Bar BC,upperbarbc_SG,2021,2021-11-04,2021-10-09,3,7.796841346230769,0.2955734945488184,NA,1979.86,43.682222417999995,-110.7046437665,4836621.348362187,523805.9493783877,4.588540510159026,0.5701279963468117,0.8663072979306295,0.7765301805756214,0.8654425994835618,0.9502946353498796,0.9710344963093296,150,30.33333333,92,0.6133333333333333,3.0329670333003262,487881,3252.54,0.5161907692307691,3.1893089789968596,10.870153846153846,24.413212375098723,59.104166666666664,6.9992084152221326,58.5,2.0397916666666664,0.8062904011538943,1.785,0.5550733950616875,1.9764019581289831,0.2911987864474467,0.6361127643971096,0.246277,2.452634761181623,1.42739738670328,0,-6.907755278982137,0.24363923260073347,86,54.93877551020408,1.8026530612244895,0.1602073521716378,0.0028108473556526493,0.0029161070789042545,7.016209249065996e-4,0.28148014910367447,0.00912071559392988,0.0047533913773721076,0.005059606748585579,0.008066719935824923,0.4764706663722862,308,-0.47267385780161447,1.1128330372381172,8.087194583058661,NA,12,1,12.3
Upper Bar BC,upperbarbc_SG,2021,2021-11-04,2021-10-09,4,7.796841346230769,0.2955734945488184,NA,1981.39,43.683732948,-110.7045737565,4836789.130457658,523810.9948047453,4.529905924183394,0.5572943803106315,0.8725467259979143,0.7832363532900656,0.871971222320946,0.9519830038280476,0.9725400272049536,150,33.61666667,109,0.7266666666666667,3.2424392659154746,316636,2110.9066666666668,1.9260020512820513,3.1002315876203292,19.021897435897436,28.662024621995823,56.66,7.366803643261259,56,1.905,0.8338312118144285,1.775,1.7072748334939676,2.306044977112639,0.49649421166333374,0.7715610881084206,0.393433,2.452634761181623,1.42739738670328,0,-6.907755278982137,0.24363923260073347,93,49.74,1.243,0.26615384615384596,0.005009963693350443,0.005350901611456493,0.0012823670497309838,0.502253454585877,0.02546153846153846,0.016421315232695778,0.020483940837923133,0.07549064665254562,1.6556886097038426,308,-0.30561977313844824,1.1794052581834387,7.65487757130725,NA,12,1,12.4
Blacktail,blacktail_1A,2021,2021-08-05,2021-08-01,1,10.83859375,0.1978695367194963,NA,1971.41,43.667267468,-110.70185975,4834961.231518147,524036.3117876148,61.15053540247885,0.1826490862564895,0.622626232273571,0.548516255144761,0.62181965388978655,0.8821536565376786,0.9049101556301486,150,31,988,6.586666666666667,31.870967741935484,573878,3825.8533333333335,NA,NA,NA,NA,24.92,1.709628112435065,25,0.1101010101010101,0.03834576712118486,0.1,NA,NA,NA,NA,NA,5.223992945847428,2.16106754765461,0.00161290322580645,-6.907755278982137,0.15362749433519507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,1.8865644709463647,3.4620092092309074,8.249539428853407,NA,3,1,3.1
Blacktail,blacktail_1A,2021,2021-08-05,2021-08-01,2,10.83859375,0.1978695367194963,NA,1970.79,43.6677486245,-110.700614303,4835015.030938494,524136.5279911278,61.060521203593886,0.22620143377145535,0.6713048765188722,0.6199930001858225,0.6766030701541962,0.9061377413613532,0.9217780863174186,111,33.63333333,323,2.90990990990991,9.6035678899508,216264,1948.3243243243244,NA,NA,NA,NA,25.42,3.012365089816212,25,0.1193,0.07709701352808353,0.105,NA,NA,NA,NA,NA,5.223992945847428,2.16106754765461,0.00161290322580645,-6.907755278982137,0.15362749433519507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,1.071552763033655,2.263175422544342,7.5747300938731685,NA,3,1,3.2
Blacktail,blacktail_1A,2021,2021-08-05,2021-08-01,3,10.83859375,0.1978695367194963,NA,1972.17,43.667922362,-110.6979045535,4835035.118228889,524354.9183262661,59.937486912793794,0.6231756746460908,0.8385532070264314,0.7885032117143278,0.8588993646035864,0.9532989836445984,0.9695142507827592,150,15.91666667,31,0.2066666666666667,1.947643978649708,18426,122.84,NA,NA,NA,NA,24.322580645161292,1.7007272321802724,25,0.11064516129032258,0.02143758131117217,0.11,NA,NA,NA,NA,NA,5.223992945847428,2.16106754765461,0.00161290322580645,-6.907755278982137,0.15362749433519507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,-1.5293952047605637,0.6717416984894553,4.8109640989671885,NA,3,1,3.3
Blacktail,blacktail_1A,2021,2021-08-05,2021-08-01,4,10.83859375,0.1978695367194963,NA,1972.37,43.6699090795,-110.6976540415,4835255.839436864,524374.3106243941,0.981259905698498,0.5643809969670056,0.6790498622834606,0.6380487647673285,0.6832930471973886,0.9117630587528612,0.9237446679126946,150,23.38333333,5,0.03333333333333333,0.21382751250375304,2604,17.36,NA,NA,NA,NA,22.8,1.095445115010332,23,0.078,0.00836660026534075,0.08,NA,NA,NA,NA,NA,5.223992945847428,2.16106754765461,0.00161290322580645,-6.907755278982137,0.15362749433519507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,-3.138833117194664,-1.4968795572205398,2.854744580253014,NA,3,1,3.4
Blacktail,blacktail_1A,2021,2021-08-20,2021-08-05,1,10.573497223533334,0.1978695367194963,NA,1971.41,43.667267468,-110.70185975,4834961.231518147,524036.3117876148,61.15053540247885,0.1826490862564895,0.622626232273571,0.548516255144761,0.62181965388978655,0.8821536565376786,0.9049101556301486,150,32.8,790,5.266666666666667,24.085365853658537,656283,4375.22,0.8103644444444444,3.255182319158646,33.495999999999995,139.0575968660459,25.82,3.526517620913334,24,0.13755102040816328,0.08625375866797771,0.1,0.7446550686138987,4.021665674251334,0.22799584712625473,0.941727509976674,0.20752,5.223992945847428,2.16106754765461,0.00161290322580645,-6.907755278982137,0.15362749433519507,988,24.92,0.1101010101010101,0.05999999999999991,0.002365246099949599,0.002407704654895662,7.355374119688985e-4,0.2368045501162097,0.001830000687143545,0.014839779180872063,0.01662110715845972,-0.0067259191378670835,1.495043539763996,232,1.663294585224811,3.1820195337769213,8.383714368838458,NA,3,1,3.1
Blacktail,blacktail_1A,2021,2021-08-20,2021-08-05,2,10.573497223533334,0.1978695367194963,NA,1970.79,43.6677486245,-110.700614303,4835015.030938494,524136.5279911278,61.060521203593886,0.22620143377145535,0.6713048765188722,0.6199930001858225,0.6766030701541962,0.9061377413613532,0.9217780863174186,111,32.78333333,495,4.45945945945946,15.09913574124038,269862,2431.189189189189,0.7872432432432432,3.035234015347718,17.005405405405405,129.25328738492087,26.02,3.5137630273319367,25,0.143,0.08008286524670835,0.12,1.4067314686186068,4.591422097347376,0.10798124407854308,1.0913094246517692,0.195801,5.223992945847428,2.16106754765461,0.00161290322580645,-6.907755278982137,0.15362749433519507,323,25.42,0.1193,0.039999999999999855,0.001555280488203407,0.001573564122737996,4.8068708259014245e-4,0.15564905641565208,0.001579999999999999,0.012080220077069104,0.013243922883486999,-0.00568183096572071,1.2153480639651715,232,1.4972674750178805,2.7152995768486843,7.79613990810022,NA,3,1,3.2
Blacktail,blacktail_1A,2021,2021-08-20,2021-08-05,3,10.573497223533334,0.1978695367194963,NA,1972.17,43.667922362,-110.6979045535,4835035.118228889,524354.9183262661,59.937486912793794,0.6231756746460908,0.8385532070264314,0.7885032117143278,0.8588993646035864,0.9532989836445984,0.9695142507827592,150,17.68333333,43,0.2866666666666667,2.4316682379701544,29458,196.38666666666663,0.05540311111111111,0.1724943366974305,2.780666666666667,7.920201098285898,25.906976744186046,3.772165940199168,24,0.14186046511627906,0.09032364595622862,0.1,0.8338470215535634,3.6739568008824905,0.4056397697406776,1.0315863795850235,0.216797,5.223992945847428,2.16106754765461,0.00161290322580645,-6.907755278982137,0.15362749433519507,31,24.322580645161292,0.11064516129032258,0.1056264066016503,0.004207142751390455,0.004342730244895437,0.0013182728409032306,0.42160052006268156,0.0020810202550637655,0.016567706586200052,0.01880805478337514,-0.007525894346196054,1.6705712128664452,232,-1.215146104924061,0.8926815097720787,5.2801364236106885,NA,3,1,3.3
Blacktail,blacktail_1A,2021,2021-08-20,2021-08-05,4,10.573497223533334,0.1978695367194963,NA,1972.37,43.6699090795,-110.6976540415,4835255.839436864,524374.3106243941,0.981259905698498,0.5643809969670056,0.6790498622834606,0.6380487647673285,0.6832930471973886,0.9117630587528612,0.9237446679126946,150,32.66666667,74,0.49333333333333335,2.265306122217826,57411,382.74,0.17569244444444446,0.15086674329750796,12.070222222222224,9.40949058299917,26.62,2.783992141673169,26,0.132,0.04607004427599171,0.12,3.2076182478578437,2.1392653034313636,1.013781798960187,0.7437196149627014,0.297852,5.223992945847428,2.16106754765461,0.00161290322580645,-6.907755278982137,0.15362749433519507,5,22.8,0.078,0.2546666666666667,0.010326818467104697,0.011169590643274855,0.003302721250424372,1.038032407923617,0.0036000000000000003,0.03507287305978526,0.04615384615384616,-0.013748425877649689,3.569518032646446,232,-0.6865026378412769,0.8221146025672611,5.947382034537793,NA,3,1,3.4
Blacktail,blacktail_1A,2021,2021-09-09,2021-08-20,1,10.17300416635,0.1978695367194963,NA,1971.41,43.667267468,-110.70185975,4834961.231518147,524036.3117876148,61.15053540247885,0.1826490862564895,0.622626232273571,0.548516255144761,0.62181965388978655,0.8821536565376786,0.9049101556301486,150,36.01666667,305,2.033333333333333,8.468301711386552,680414,4536.093333333333,3.5094316666666665,5.222679680600226,96.79683333333332,97.91207803999178,35.74,9.358636740073475,35,0.4652,0.49281879768018055,0.305,5.262417908559618,5.040068608553046,1.461941293447583,1.3985069341704328,0.538452,5.223992945847428,2.16106754765461,0.00161290322580645,-6.907755278982137,0.15362749433519507,790,25.82,0.13755102040816328,0.4960000000000001,0.016256056215639282,0.01920991479473277,0.005000095132062583,1.6388904785855418,0.016382448979591836,0.06092362574243916,0.11910089020771511,-0.03071118193805874,6.281773917164224,252,0.7145824612800101,2.137510159863459,8.419823625865337,NA,3,1,3.1
